id,division,district,highest_dispo_charge,last_event_result,number,highest_charge,highest_charge_mod,complaint_year,next_pending_event,offense_date,sentencing,final_disposition,unit,event_of_final_dispo,drug,drug_patient,drug_res,full,incar,incar_county,incar_life,incar_prison,incar_local,prob,prob_formal,prob_sum,prog,prog_child,prog_dv,work,work_furl,work_pub,work_vol
515,North County Branch,North County,PC191.5(a),Felony Appeal by the Defense - Remittitur Issued (see note),CN297637,PC191.5(a),,2011.0,,2011-10-08 00:00:00.000000,State Prison: 22 Years,Pled Guilty Felony,North County Branch,Further Proceedings,,,,,8030,,,8030,,,,,,,,,,,
516,North County Branch,North County,,Affidavit Filed - Warrant Issued,CN297970,VC20001(a),,2011.0,,2011-07-06 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
517,North County Branch,North County,VC20001(a),Restitution Status Review Hearing - Continued,CN298107,VC20001(a),,2011.0,,2011-09-02 00:00:00.000000,Local Custody: 60 Days - Probation Formal: 3 Years - Public Work Service: 25 Days (+ more),Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,60,,,,60,1095,1095,,,,,25.0,,25.0,
518,North County Branch,North County,VC23153(b),Probation Modification Hearing - Granted,CN298380,VC23153(a),alcohol,2011.0,,2011-07-29 00:00:00.000000,Local Custody: 5 Days - Probation Formal: 5 Years - Public Work Service: 10 Days,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,5,,,,5,1825,1825,,,,,10.0,,10.0,
519,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN298533,VC20001(a),,2011.0,,2011-11-04 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
520,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN298845,VC20001(a),,2011.0,,2011-11-09 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Felony Readiness Conference,,,,,,,,,,1095,,1095,,,,,,,
521,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN299981,VC20001(a),,2011.0,,2011-12-09 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 5 Days,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,5.0,,5.0,
522,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN300289,VC23153(a),alcohol,2011.0,,2011-12-24 00:00:00.000000,Local Custody: 68 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,68,,,,68,1825,,1825,,,,,,,
523,North County Branch,North County,VC23153(b),Further Proceedings - Action Taken,CN300515,VC23153(a),combine,2012.0,,2011-12-25 00:00:00.000000,Local Custody: 5 Days - Probation Summary: 5 Years - Public Work Service: 45 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,5,,,,5,1825,,1825,,,,45.0,,45.0,
524,North County Branch,North County,PC211,Restitution Status Review Hearing - Continued,CN300702,PC245(a)(1),deadly w,2012.0,,2012-01-03 00:00:00.000000,Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,,,,,,1095,1095,,,,,,,,
525,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN300902,VC23153(a),alcohol,2012.0,,2012-01-08 00:00:00.000000,Local Custody - Probation Formal: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,1095,,,,,,,,
526,North County Branch,North County,VC20001(b)(2),Sentencing Hearing  - State Prison,CN301220,VC20001(b)(2),,2012.0,,2012-01-09 00:00:00.000000,State Prison: 4 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,1460,,,1460,,,,,,,,,,,
527,North County Branch,North County,VC20001(a) - PC664,Sentencing Hearing  - Term of Imprisonment in County Jail,CN301505,VC20001(a),,2012.0,,2012-01-18 00:00:00.000000,Prison Served in County Jail: 8 Months,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,243,243,,,,,,,,,,,,,
528,North County Branch,North County,VC2800.2(a),Order to Show Cause - Admits - Revoked- Reinstated,CN301571,VC2800.2(a),,2012.0,,2012-01-19 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 3 Years - Public Work Service: 20 Days,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,365,1095,1095,,,,,20.0,,20.0,
529,North County Branch,North County,VC20001(a),Restitution Status Review Hearing - Restitution Set,CN301684,VC20001(a),,2012.0,,2011-10-27 00:00:00.000000,Local Custody: 136 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Felony Readiness Conference,,,,,136,,,,136,1095,,1095,,,,,,,
530,North County Branch,North County,PC148(a)(1),Sentencing Hearing  - Probation Granted Summary,CN302287,VC20001(a),,2012.0,,2012-02-14 00:00:00.000000,Probation Summary: 3 Years - Volunteer Work Service: 160 Hours,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,6.666666666666667,,,6.666666666666667
531,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Pled Guilty Misdemeanor - Immediate Sentencing,CN302310,VC23153(a),alcohol,2012.0,,2012-02-15 00:00:00.000000,Probation Summary: 8 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Preliminary Exam Readiness,,,,,,,,,,2920,,2920,,,,,,,
532,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN302362,VC20001(a),,2012.0,,2012-02-15 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7.0,,7.0,
533,North County Branch,North County,VC23153(b),Restitution Hearing  - Restitution Set,CN302632,VC23153(a),alcohol,2012.0,,2012-02-23 00:00:00.000000,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
534,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN302805,VC20001(a),,2012.0,,2011-11-04 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
535,North County Branch,North County,VC20002(a),Restitution Hearing  - Restitution Set,CN302872,VC20001(a),,2012.0,,2011-08-14 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Misdemeanor Readiness Hearing,,,,,,,,,,1095,,1095,,,,,,,
536,North County Branch,North County,VC23153(b),Sentencing after Revocation - Probation Reinstated,CN303396,VC23153(a),alcohol,2012.0,,2011-11-17 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 5 Years - Public Work Service: 15 Days,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,180,,,,180,1825,1825,,,,,15.0,,15.0,
537,North County Branch,North County,HS11377(a),"Further Proceedings - FTA, Bench Warrant",CN304192,HS11350(a),,2012.0,,2012-04-02 00:00:00.000000,PC 1000 Diversion Program - Probation Summary: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,,,,
538,North County Branch,North County,"VC23153(a), combine",Restitution Hearing  - Restitution Set,CN304208,VC23153(a),combine,2012.0,,2012-03-31 00:00:00.000000,Local Custody: 5 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,5,,,,5,1825,,1825,,,,,,,
539,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN304807,VC20001(a),,2012.0,,2012-04-21 00:00:00.000000,Local Custody: 28 Days - Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,28,,,,28,1095,,1095,,,,,,,
540,North County Branch,North County,VC2800.3(a),Further Proceedings - Action Taken,CN305107,VC2800.3(a),,2012.0,,2012-04-28 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,365,,,,365,1825,1825,,,,,,,,
541,North County Branch,North County,VC23153(b),Restitution Status Review Hearing - Restitution Set,CN305108,VC23153(a),alcohol,2012.0,,2012-04-27 00:00:00.000000,Local Custody: 120 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,120,,,,120,1825,1825,,,,,,,,
542,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN305643,VC20001(a),,2012.0,,2012-05-11 00:00:00.000000,Local Custody - Probation Summary: 3 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,,,,
543,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN305705,VC23153(a),alcohol,2012.0,,2012-05-11 00:00:00.000000,Local Custody: 180 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,180,,,,180,1825,,1825,,,,,,,
544,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN305728,VC20001(a),,2012.0,,2012-04-09 00:00:00.000000,Local Custody: 4 Days - Probation Summary: 3 Years - Public Work Service: 10 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,4,,,,4,1095,,1095,,,,10.0,,10.0,
545,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN305989,VC23153(a),alcohol,2012.0,,2012-01-07 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,180,,,,180,1825,1825,,,,,,,,
546,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN306055,VC20001(a),,2012.0,,2011-05-29 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 10 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,,,,,,1095,,1095,,,,10.0,,10.0,
547,North County Branch,North County,VC20001(a),Restitution Status Review Hearing - Restitution Set,CN306707,VC20001(a),,2012.0,,2012-06-03 00:00:00.000000,State Prison: 32 Months,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,973,,,973,,,,,,,,,,,
548,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN306758,VC20001(a),,2012.0,,2012-03-11 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,365,1825,1825,,,,,,,,
549,North County Branch,North County,VC20001(a),Further Proceedings - Action Taken,CN306814,VC20001(a),,2012.0,,2012-06-12 00:00:00.000000,Local Custody: 101 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,101,,,,101,1095,1095,,,,,,,,
550,Family Protection,North County,PC273a(a),Restitution Hearing  - Restitution Set,CN306903,PC273.5(a),,2012.0,,2012-06-02 00:00:00.000000,State Prison: 12 Years: 8 Months - Protective Orders - Full: 10 Years,"Found Guilty, Felony",Domestic Violence,Felony Jury Trial,,,,3650,4623,,,4623,,,,,,,,,,,
551,North County Branch,North County,"VC23153(a), alcohol",Restitution Hearing  - Restitution Set,CN306939,VC23153(a),alcohol,2012.0,,2012-06-17 00:00:00.000000,Probation Summary: 5 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Further Proceedings,,,,,,,,,,1825,,1825,,,,,,,
552,North County Branch,North County,VC23153(b),Sentencing Hearing  - State Prison,CN306958,VC23153(a),alcohol,2012.0,,2012-06-17 00:00:00.000000,State Prison: 32 Months,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,973,,,973,,,,,,,,,,,
553,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CN307647,VC23153(a),alcohol,2012.0,,2012-06-25 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 3 Years - Probation Summary: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,180,,,,180,2920,1095,1825,,,,,,,
554,North County Branch,North County,VC20001(b)(2),Sentencing Hearing  - State Prison,CN307676,VC20001(b)(2),,2012.0,,2012-07-06 00:00:00.000000,State Prison: 2 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,730,,,730,,,,,,,,,,,
555,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN307860,VC23153(a),alcohol,2012.0,,2012-07-14 00:00:00.000000,Local Custody: 5 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,5,,,,5,1825,,1825,,,,,,,
556,North County Branch,North County,VC20001(a),Sentencing after Revocation - Probation Reinstated,CN308023,VC20001(a),,2012.0,,2012-07-18 00:00:00.000000,Local Custody: 29 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam,,,,,29,,,,29,1825,,1825,,,,,,,
557,North County Branch,North County,VC23153(b),Misdemeanor Readiness Hearing - Pled Guilty Misdemeanor - Immediate Sentencing,CN308225,VC23153(a),alcohol,2012.0,,2012-06-20 00:00:00.000000,Probation Summary: 5 Years - Fine,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Misdemeanor Readiness Hearing,,,,,,,,,,1825,,1825,,,,,,,
558,North County Branch,North County,VC20001(a),Sentencing Hearing  - State Prison,CN308262,VC20001(a),,2012.0,,2012-04-05 00:00:00.000000,State Prison: 2 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
559,North County Branch,North County,"VC23153(a), alcohol",Restitution Status Review Hearing - Restitution Set,CN308291,VC23153(a),alcohol,2012.0,,2012-06-07 00:00:00.000000,Local Custody: 270 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,270,,,,270,1825,1825,,,,,,,,
560,North County Branch,North County,VC20002(a),Sentencing Hearing  - Probation Granted Summary,CN308360,VC20001(a),,2012.0,,2012-03-12 00:00:00.000000,Probation Summary: 3 Years - Volunteer Work Service: 40 Hours,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,1.6666666666666667,,,1.6666666666666667
561,North County Branch,North County,,Felony Jury Trial - Dismissed (IFJ / IOE),CN308423,PC245(a)(1),deadly w,2012.0,,2011-10-25 00:00:00.000000,,Dismissed (IFJ / IOE),North County Branch,Felony Jury Trial,,,,,,,,,,,,,,,,,,,
562,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Summary,CN308425,VC23153(a),alcohol,2012.0,,2012-07-27 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,,,,,,1095,,1095,,,,,,,
563,North County Branch,North County,VC2800.2(a),Sentencing Hearing  - State Prison,CN308561,VC2800.2(a),,2012.0,,2012-01-01 00:00:00.000000,State Prison: 2 Years: 8 Months,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,973,,,973,,,,,,,,,,,
564,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN309027,VC23153(a),alcohol,2012.0,,2012-08-10 00:00:00.000000,Local Custody: 6 Days - Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,6,,,,6,1825,,1825,,,,,,,
565,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN309551,VC20001(a),,2012.0,,2012-08-29 00:00:00.000000,Local Custody: 216 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,216,,,,216,1095,1095,,,,,,,,
566,North County Branch,North County,,Further Proceedings - Action Taken,CN310131,VC20001(a),,2012.0,Felony Readiness Conference,2012-08-18 00:00:00.000000,,,North County Branch,,,,,,,,,,,,,,,,,,,,
567,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN310300,VC23153(a),alcohol,2012.0,,2012-09-13 00:00:00.000000,Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,365,,,,365,1825,1825,,,,,,,,
568,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN310353,VC23153(a),alcohol,2012.0,,2012-01-30 00:00:00.000000,Local Custody: 180 Days - Probation Formal: 5 Years - Public Work Service: 25 Days,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,180,,,,180,1825,1825,,,,,25.0,,25.0,
569,North County Branch,North County,VC10851(a),Sentencing Hearing  - State Prison,CN310841,VC10851(a),,2012.0,,2012-05-17 00:00:00.000000,State Prison: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,1095,,,1095,,,,,,,,,,,
570,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CN311288,VC23153(a),alcohol,2012.0,,2012-10-03 00:00:00.000000,Local Custody: 5 Days - Probation Formal: 5 Years - Residential Drug Treatment: 6 Months,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,182,,182,,5,,,,5,1825,1825,,,,,,,,
571,North County Branch,North County,VC20001(a),Restitution Hearing  - Restitution Set,CN311448,VC20001(a),,2012.0,,2012-10-10 00:00:00.000000,Probation Summary: 3 Years,Pled Guilty Misdemeanor - Immediate Sentencing,North County Branch,Misdemeanor Readiness Hearing,,,,,,,,,,1095,,1095,,,,,,,
572,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CN311934,VC20001(a),,2012.0,,2012-10-19 00:00:00.000000,Probation Summary: 3 Years - Public Work Service: 7 Days,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,7.0,,7.0,
573,North County Branch,North County,VC20002(a),Further Proceedings - Action Taken,CN312245,VC20001(a),,2012.0,,2012-10-02 00:00:00.000000,Probation Summary: 3 Years - Volunteer Work Service: 100 Hours,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1095,,1095,,,,4.166666666666667,,,4.166666666666667
574,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Summary,CN312367,VC23153(a),alcohol,2012.0,,2012-11-03 00:00:00.000000,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
575,North County Branch,North County,VC10851(a),Sentencing Hearing  - State Prison,CN312584,VC10851(a),,2012.0,,2012-11-08 00:00:00.000000,State Prison: 3 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,1095,,,1095,,,,,,,,,,,
576,North County Branch,North County,"VC23153(a), alcohol",Preliminary Exam Readiness - Pled Guilty Misdemeanor,CN312752,VC23153(a),alcohol,2012.0,,2012-11-17 00:00:00.000000,Probation Summary: 5 Years,Pled Guilty Misdemeanor,North County Branch,Preliminary Exam Readiness,,,,,,,,,,1825,,1825,,,,,,,
